Type,Posting Date,Document Date,Reference,Expense G/L,Cost Center,Fund,Fund Area,Expense Amount,Expense Text,Employee No,Reimburse Amt,Reimburse Text,Assignment,Profit Center,Due Date,Business Area,Commitment Item,VAT G/L,TAX CODE,TAX RATE,TAX DATE,VAT BASE,VAT AMOUNT
2,06.12.2025,06.12.2025,68T0004,5010300070,10000,R1491,11033003,1100,เงินชดเชย,EH10000U,1100,เงินชดเชย,68W0002,,,1491,5010300070,,,,,,
2,18.12.2025,18.12.2025,68T0010,5010400010,10000,R1491,11001001,360.00,ค่าเบี้ยเลี้ยงในการเดินทางในประเทศ,EH10000U,360.00,ค่าเบี้ยเลี้ยงในการเดินทางในประเทศ,68W0006,,,1491,5010400010,,,,,,
2,18.12.2025,18.12.2025,68T0010,5010400030,10000,R1491,11001001,1600.00,ค่าที่พักในการเดินทางในประเทศ,EH10000U,1600.00,ค่าที่พักในการเดินทางในประเทศ,68W0006,,,1491,5010400030,,,,,,
2,18.12.2025,18.12.2025,68T0010,5010400020,10000,R1491,11001001,3000.00,ค่าพาหนะในการเดินทางในประเทศ,EH10000U,3000.00,ค่าพาหนะในการเดินทางในประเทศ,68W0006,,,1491,5010400020,,,,,,
2,18.12.2025,18.12.2025,68T0009,5010400010,10000,R1491,11001001,1140,ค่าเบี้ยเลี้ยงในการเดินทางในประเทศ,EH10000U,1140,ค่าเบี้ยเลี้ยงในการเดินทางในประเทศ,68W0005,,,1491,5010400010,,,,,,
2,18.12.2025,18.12.2025,68T0009,5010400030,10000,R1491,11001001,2600,ค่าที่พักในการเดินทางในประเทศ,EH10000U,2600,ค่าที่พักในการเดินทางในประเทศ,68W0005,,,1491,5010400030,,,,,,
2,18.12.2025,18.12.2025,68T0009,5010400020,10000,R1491,11001001,60000,ค่าพาหนะในการเดินทางในประเทศ,EH10000U,60000,ค่าพาหนะในการเดินทางในประเทศ,68W0005,,,1491,5010400020,,,,,,
2,04.12.2025,04.12.2025,68T0001,5010400010,10000,R1491,11002001,25000.00,ค่าเบี้ยเลี้ยงในการเดินทางในประเทศ,EH10000U,25000.00,ค่าเบี้ยเลี้ยงในการเดินทางในประเทศ,68W0001,,,1491,5010400010,,,,,,
2,04.12.2025,04.12.2025,68T0001,5010400030,10000,R1491,11002001,3000.00,ค่าที่พักในการเดินทางในประเทศ,EH10000U,3000.00,ค่าที่พักในการเดินทางในประเทศ,68W0001,,,1491,5010400030,,,,,,
2,04.12.2025,04.12.2025,68T0001,5039990000,10000,R1491,11002001,300.00,ค่าขนย้ายสิ่งของส่วนตัว,EH10000U,300.00,ค่าขนย้ายสิ่งของส่วนตัว,68W0001,,,1491,5039990000,,,,,,
2,04.12.2025,04.12.2025,68T0001,5010300070,10000,R1491,11002001,82.50,เงินชดเชย,EH10000U,82.50,เงินชดเชย,68W0001,,,1491,5010300070,,,,,,
2,18.12.2025,18.12.2025,68T0010,5010400040,10000,R1491,11001001,2100,ค่าเบี้ยเลี้ยงในการเดินทางไปศึกษาดูงานต่างประเทศ,EH10000U,2100,ค่าเบี้ยเลี้ยงในการเดินทางไปศึกษาดูงานต่างประเทศ,68W0006,,,1491,5010400040,,,,,,
2,18.12.2025,18.12.2025,68T0010,5010400060,10000,R1491,11001001,2500,ค่าที่พักในการเดินทางไปศึกษาดูงานต่างประเทศ,EH10000U,2500,ค่าที่พักในการเดินทางไปศึกษาดูงานต่างประเทศ,68W0006,,,1491,5010400060,,,,,,
2,18.12.2025,18.12.2025,68T0010,5010400050,10000,R1491,11001001,60000,ค่าพาหนะในการเดินทางไปศึกษาดูงานต่างประเทศ,EH10000U,60000,ค่าพาหนะในการเดินทางไปศึกษาดูงานต่างประเทศ,68W0006,,,1491,5010400050,,,,,,
2,04.12.2025,04.12.2025,68T0001,5010400040,10000,R1491,11002001,8000,ค่าเบี้ยเลี้ยงในการเดินทางไปศึกษาดูงานต่างประเทศ,EH10000U,8000,ค่าเบี้ยเลี้ยงในการเดินทางไปศึกษาดูงานต่างประเทศ,68W0001,,,1491,5010400040,,,,,,
2,04.12.2025,04.12.2025,68T0001,5010400060,10000,R1491,11002001,600,ค่าที่พักในการเดินทางไปศึกษาดูงานต่างประเทศ,EH10000U,600,ค่าที่พักในการเดินทางไปศึกษาดูงานต่างประเทศ,68W0001,,,1491,5010400060,,,,,,
2,18.12.2025,18.12.2025,68T0011,5010400080,10000,R1491,11001001,300.00,ค่าเบี้ยเลี้ยงในการเดินทางในประเทศ,EH10000U,300.00,ค่าเบี้ยเลี้ยงในการเดินทางในประเทศ,68W0006,,,1491,5010400080,,,,,,
2,18.12.2025,18.12.2025,68T0011,5010400100,10000,R1491,11001001,1000.00,ค่าที่พักในการเดินทางในประเทศ,EH10000U,1000.00,ค่าที่พักในการเดินทางในประเทศ,68W0006,,,1491,5010400100,,,,,,
2,18.12.2025,18.12.2025,68T0011,5010400090,10000,R1491,11001001,2500.00,ค่าพาหนะในการเดินทางในประเทศ,EH10000U,2500.00,ค่าพาหนะในการเดินทางในประเทศ,68W0006,,,1491,5010400090,,,,,,
2,18.12.2025,18.12.2025,68T0011,5010400110,10000,R1491,11001001,1600,ค่าเบี้ยเลี้ยงในการเดินทางไปศึกษาดูงานต่างประเทศ,EH10000U,1600,ค่าเบี้ยเลี้ยงในการเดินทางไปศึกษาดูงานต่างประเทศ,68W0006,,,1491,5010400110,,,,,,
2,18.12.2025,18.12.2025,68T0011,5010400130,10000,R1491,11001001,2000,ค่าที่พักในการเดินทางไปศึกษาดูงานต่างประเทศ,EH10000U,2000,ค่าที่พักในการเดินทางไปศึกษาดูงานต่างประเทศ,68W0006,,,1491,5010400130,,,,,,
2,18.12.2025,18.12.2025,68T0011,5010400120,10000,R1491,11001001,25000,ค่าพาหนะในการเดินทางไปศึกษาดูงานต่างประเทศ,EH10000U,25000,ค่าพาหนะในการเดินทางไปศึกษาดูงานต่างประเทศ,68W0006,,,1491,5010400120,,,,,,
